Node Number,X Location (m),Y Location (m),Z Location (m),Directional Magnetic Flux Density Bx (T),Directional Magnetic Flux Density By (T),Directional Magnetic Flux Density Bz (T)
444481,0.74496,0,-2.0581,-6.17E-13,1.76E-14,-1.46E-13
443873,0.73384,0,-2.0631,-6.21E-13,1.07E-14,-1.57E-13
444482,0.73829,0,-2.0764,-6.34E-13,1.38E-14,-1.44E-13
443878,0.72546,0,-2.0691,-6.17E-13,6.45E-15,-1.66E-13
445022,0.7171,0,-1.9943,-5.46E-13,1.40E-15,-2.46E-13
443850,0.72562,0,-1.8,-7.55E-14,-2.38E-15,-5.14E-13
443858,0.73246,0,-1.8714,-2.96E-13,-3.01E-16,-3.75E-13
445008,0.71744,0,-1.815,-1.64E-13,-1.93E-15,-5.27E-13
443845,0.73399,0,-1.794,-3.42E-14,-3.73E-15,-4.81E-13
444507,0.73829,0,-1.8072,-7.95E-14,-3.85E-15,-4.50E-13
443849,0.73229,0,-1.7817,2.12E-14,-6.18E-15,-4.98E-13
444499,0.73829,0,-1.8969,-3.63E-13,3.22E-15,-3.23E-13
444516,0.7383,0,-1.7175,3.16E-13,-9.26E-15,-5.39E-13
444532,0.7383,0,-1.538,1.11E-12,-1.83E-14,-4.20E-13
443811,0.73233,0,-1.4227,1.44E-12,-4.08E-14,-2.57E-13
443807,0.73403,0,-1.435,1.41E-12,-3.17E-14,-2.62E-13
444540,0.7383,0,-1.4482,1.39E-12,-3.63E-14,-2.70E-13
443812,0.72566,0,-1.4411,1.36E-12,-1.81E-14,-2.97E-13
444523,0.74496,0,-1.6094,8.40E-13,-1.87E-14,-4.79E-13
444979,0.71724,0,-1.4561,1.33E-12,-1.35E-14,-3.39E-13
443808,0.71298,0,-1.4429,1.35E-12,-8.87E-15,-3.31E-13
444972,0.71845,0,-1.3666,1.47E-12,-1.51E-14,-2.40E-13
443653,0.72364,0,-4.42E-03,1.49E-12,-2.39E-14,5.97E-13
443647,0.73235,0,2.87E-03,1.47E-12,-3.74E-14,5.78E-13
444684,0.73896,0,-1.07E-02,1.55E-12,-4.26E-14,4.81E-13
444965,0.71726,0,-1.2766,1.52E-12,-2.38E-14,-1.63E-13
445585,0.63857,0,6.69E-02,5.28E-13,-1.58E-14,1.25E-12
446261,0.73911,0,-0.93761,1.75E-12,-5.84E-14,-2.54E-14
447501,0.7483,0,-0.94962,1.80E-12,-6.63E-14,-3.06E-14
446262,0.73408,0,-0.95686,1.72E-12,-4.37E-14,-4.03E-14
444093,0.58553,0,6.30E-02,1.62E-13,-1.04E-14,1.22E-12
446513,0.60094,0,6.11E-02,2.21E-13,-7.45E-15,1.30E-12
446434,0.73667,0,-0.14594,1.79E-12,-5.22E-14,1.21E-13
447586,0.63288,0,3.05E-02,4.70E-13,2.07E-14,2.05E-12
447960,0.62404,0,4.45E-02,4.48E-13,8.49E-16,1.47E-12
444566,0.7383,0,-1.179,1.65E-12,-3.27E-14,-7.19E-14
444800,0.72175,0,-3.20E-02,1.67E-12,-2.32E-14,4.75E-13
444802,0.72021,0,-1.95E-02,1.62E-12,-2.23E-14,5.43E-13
446449,0.73179,0,-3.05E-02,1.63E-12,-3.01E-14,4.32E-13
445347,0.68923,0,4.55E-02,1.03E-12,-1.45E-14,1.01E-12
445214,0.69902,0,5.51E-02,9.87E-13,-2.47E-14,8.85E-13
443663,0.7283,0,-7.61E-02,1.75E-12,-1.32E-14,2.40E-13
443660,0.73163,0,-8.94E-02,1.80E-12,-3.03E-14,2.04E-13
444675,0.74333,0,-8.28E-02,1.79E-12,-3.13E-14,2.21E-13
443672,0.72318,0,-0.18531,1.73E-12,-2.63E-14,7.53E-14
446940,0.75459,0,-7.57E-02,1.89E-12,-7.21E-14,2.04E-13
444674,0.75792,0,-8.90E-02,1.94E-12,-8.92E-14,1.67E-13
444820,0.70886,0,-0.1297,1.72E-12,-1.22E-14,1.27E-13
443671,0.7283,0,-0.16584,1.76E-12,-4.41E-14,9.26E-14
444582,0.7383,0,-0.99957,1.74E-12,-3.47E-14,-5.74E-14
443759,0.73378,0,-0.98655,1.72E-12,-2.98E-14,-5.43E-14
443763,0.73208,0,-0.97423,1.71E-12,-3.69E-14,-4.64E-14
444581,0.74497,0,-0.98118,1.78E-12,-4.45E-14,-5.34E-14
443690,0.72318,0,-0.36476,1.67E-12,-2.49E-14,1.71E-14
444833,0.72054,0,-0.21169,1.71E-12,-2.43E-14,5.53E-14
446413,0.72333,0,-0.22738,1.71E-12,-2.86E-14,4.90E-14
444836,0.71054,0,-0.21668,1.67E-12,-1.19E-14,4.94E-14
444869,0.70733,0,-0.39885,1.63E-12,-1.07E-14,8.14E-15
447364,0.70008,0,-0.40821,1.62E-12,-9.50E-15,6.31E-15
446367,0.72186,0,-0.40912,1.68E-12,-2.42E-14,3.37E-15
444867,0.71702,0,-0.37947,1.66E-12,-1.82E-14,1.37E-14
446366,0.73155,0,-0.38974,1.70E-12,-3.18E-14,8.93E-15
444866,0.71881,0,-0.39158,1.67E-12,-1.97E-14,6.93E-15
443698,0.72829,0,-0.43503,1.71E-12,-3.55E-14,-2.54E-15
445832,0.71213,0,-0.67871,1.67E-12,-2.24E-14,8.14E-15
443730,0.7252,0,-0.69189,1.69E-12,-2.80E-14,1.17E-14
443729,0.70763,0,-0.69651,1.64E-12,-1.52E-14,8.21E-15
446307,0.73648,0,-0.68687,1.77E-12,-5.40E-14,1.87E-14
444618,0.75,0,-0.64783,1.88E-12,-8.89E-14,1.52E-14
444617,0.73842,0,-0.64134,1.79E-12,-5.37E-14,7.58E-15
447432,0.74175,0,-0.65464,1.81E-12,-6.12E-14,1.48E-14
446306,0.74152,0,-0.66761,1.81E-12,-6.58E-14,1.70E-14
444901,0.69806,0,-0.56909,1.64E-12,-8.06E-15,1.76E-16
446325,0.72333,0,-0.58627,1.72E-12,-2.98E-14,8.47E-16
444915,0.69965,0,-0.66684,1.64E-12,-9.88E-15,4.51E-15
444900,0.71869,0,-0.55873,1.70E-12,-1.89E-14,-2.07E-15
444899,0.72048,0,-0.57084,1.71E-12,-2.52E-14,-5.49E-16
446324,0.73155,0,-0.5692,1.76E-12,-3.48E-14,-2.17E-15
444627,0.73821,0,-0.55093,1.80E-12,-5.17E-14,-1.12E-14
446327,0.73667,0,-0.59461,1.79E-12,-4.09E-14,1.27E-15
447418,0.72667,0,-0.59957,1.75E-12,-2.96E-14,2.76E-15
443719,0.72829,0,-0.61448,1.75E-12,-3.94E-14,3.79E-15
444884,0.69791,0,-0.4789,1.62E-12,-6.40E-15,1.98E-15
447390,0.70091,0,-0.49481,1.64E-12,-1.12E-14,1.21E-15
444921,0.69758,0,-0.75541,1.61E-12,-9.14E-15,-3.19E-15
446345,0.72333,0,-0.49655,1.71E-12,-3.87E-14,-1.35E-15
444882,0.72033,0,-0.48064,1.69E-12,-3.38E-14,-5.82E-16
446344,0.73155,0,-0.47947,1.73E-12,-4.90E-14,-6.22E-16
444883,0.71855,0,-0.46853,1.67E-12,-2.63E-14,1.97E-15
445838,0.70992,0,-0.76765,1.64E-12,-2.07E-14,-2.54E-15
443720,0.72338,0,-0.6346,1.70E-12,-3.20E-14,5.80E-15
446369,0.73667,0,-0.41514,1.74E-12,-4.04E-14,-1.82E-15
446354,0.70115,0,-0.50656,1.64E-12,-1.30E-14,9.87E-16
447385,0.74155,0,-0.4745,1.80E-12,-4.93E-14,6.30E-15
446346,0.74333,0,-0.48661,1.82E-12,-5.68E-14,3.75E-15
446291,0.74152,0,-0.75735,1.75E-12,-5.12E-14,6.31E-15
447457,0.7483,0,-0.77014,1.79E-12,-5.68E-14,-2.71E-15
444647,0.73821,0,-0.37146,1.75E-12,-4.99E-14,2.23E-14
443707,0.71548,0,-0.51712,1.66E-12,-2.25E-14,-1.25E-15
444638,0.75,0,-0.46834,1.86E-12,-7.38E-14,4.65E-15
443752,0.73223,0,-0.88439,1.74E-12,-4.92E-14,-2.77E-14
446368,0.74333,0,-0.39687,1.79E-12,-5.08E-14,2.99E-15
447359,0.74155,0,-0.38476,1.78E-12,-4.93E-14,9.76E-15
444656,0.74333,0,-0.26226,1.80E-12,-6.21E-14,4.09E-14
443751,0.72545,0,-0.8716,1.68E-12,-3.49E-14,-2.64E-14
446276,0.73648,0,-0.86634,1.76E-12,-6.42E-14,-3.01E-14
444834,0.71876,0,-0.19958,1.71E-12,-1.95E-14,6.35E-14
446412,0.73155,0,-0.21028,1.75E-12,-3.62E-14,6.32E-14
443686,0.71044,0,-0.36661,1.64E-12,-1.28E-14,1.51E-14
443680,0.7283,0,-0.25557,1.73E-12,-3.06E-14,4.17E-14
447316,0.72667,0,-0.24067,1.72E-12,-3.04E-14,4.38E-14
444929,0.717,0,-0.84164,1.66E-12,-3.03E-14,-2.50E-14
445844,0.71176,0,-0.85845,1.66E-12,-2.75E-14,-2.64E-14
447498,0.74148,0,-0.9239,1.76E-12,-5.41E-14,-1.89E-14
444590,0.73815,0,-0.91059,1.74E-12,-4.01E-14,-1.83E-14
444591,0.75,0,-0.91707,1.82E-12,-6.71E-14,-1.51E-14
444648,0.75,0,-0.3786,1.83E-12,-6.89E-14,1.64E-14
443738,0.7125,0,-0.81457,1.63E-12,-1.68E-14,-1.81E-14
443742,0.72583,0,-0.81344,1.67E-12,-3.06E-14,-1.95E-14
444930,0.71762,0,-0.8286,1.66E-12,-2.46E-14,-2.27E-14
444817,0.72024,0,-0.12244,1.75E-12,-2.39E-14,1.43E-13
446432,0.72196,0,-0.13992,1.74E-12,-2.55E-14,1.20E-13
443773,0.72521,0,-1.0508,1.67E-12,-2.33E-14,-5.94E-14
443771,0.7132,0,-1.0835,1.63E-12,-1.44E-14,-6.28E-14
446415,0.73667,0,-0.23567,1.76E-12,-4.28E-14,4.97E-14
444657,0.73821,0,-0.28173,1.76E-12,-5.66E-14,3.27E-14
444658,0.75,0,-0.28885,1.85E-12,-7.01E-14,3.81E-14
447336,0.74155,0,-0.29502,1.78E-12,-4.72E-14,3.34E-14
447291,0.72529,0,-0.1532,1.76E-12,-4.04E-14,1.05E-13
444677,0.75,0,-0.10936,1.87E-12,-5.07E-14,1.70E-13
447283,0.74155,0,-0.11554,1.83E-12,-4.40E-14,1.66E-13
444676,0.73822,0,-0.10226,1.80E-12,-4.17E-14,1.82E-13
446431,0.73155,0,-0.12055,1.76E-12,-3.62E-14,1.57E-13
446433,0.74333,0,-0.12765,1.83E-12,-4.51E-14,1.45E-13
444803,0.71175,0,-3.70E-02,1.71E-12,-1.80E-14,4.74E-13
443651,0.70246,0,6.80E-03,1.48E-12,-1.48E-14,8.75E-13
443783,0.73199,0,-1.1533,1.68E-12,-5.39E-14,-6.46E-14
444565,0.74497,0,-1.1607,1.73E-12,-6.17E-14,-5.69E-14
443779,0.73369,0,-1.1656,1.66E-12,-2.92E-14,-6.97E-14
443782,0.7252,0,-1.1405,1.64E-12,-2.88E-14,-6.77E-14
446234,0.73648,0,-1.1355,1.71E-12,-6.14E-14,-5.48E-14
444575,0.75,0,-1.0966,1.83E-12,-6.69E-14,-3.74E-14
447539,0.74228,0,-1.1032,1.76E-12,-6.17E-14,-3.96E-14
445866,0.71246,0,-1.1273,1.62E-12,-2.26E-14,-7.00E-14
446414,0.74333,0,-0.21739,1.82E-12,-4.70E-14,5.79E-14
447309,0.74155,0,-0.20528,1.82E-12,-4.22E-14,6.62E-14
443784,0.72532,0,-1.1717,1.61E-12,-2.49E-14,-7.97E-14
443821,0.72424,0,-1.5308,1.13E-12,-1.42E-14,-4.45E-13
444245,0.67717,0,4.68E-02,9.89E-13,3.41E-15,1.16E-12
445345,0.66908,0,6.17E-02,7.64E-13,-1.82E-14,1.10E-12
446512,0.60802,0,7.32E-02,3.14E-13,-1.08E-14,1.25E-12
443573,0.6015,0,8.83E-02,2.70E-13,-1.52E-14,1.19E-12
443575,0.61706,0,8.54E-02,3.60E-13,-1.68E-14,1.23E-12
443803,0.72596,0,-1.3517,1.49E-12,-1.89E-14,-2.18E-13
443799,0.71319,0,-1.3526,1.47E-12,-9.47E-15,-2.34E-13
443798,0.73369,0,-1.3451,1.54E-12,-3.48E-14,-2.08E-13
444549,0.73894,0,-1.3591,1.54E-12,-4.03E-14,-2.15E-13
445879,0.71202,0,-1.307,1.51E-12,-1.57E-14,-1.92E-13
446205,0.73648,0,-1.315,1.56E-12,-4.61E-14,-1.83E-13
443800,0.70753,0,-1.3248,1.49E-12,-9.97E-15,-2.09E-13
444094,0.56678,0,5.03E-02,8.07E-14,-1.05E-14,1.17E-12
444090,0.57032,0,6.67E-02,1.25E-13,-1.41E-14,1.19E-12
444275,0.55851,0,6.69E-02,1.05E-13,-1.30E-14,1.13E-12
446507,0.5478,0,2.71E-02,-3.77E-15,-9.56E-15,1.07E-12
425256,0.572,0,-0.16042,2.64E-13,2.92E-15,2.63E-13
443802,0.73199,0,-1.3328,1.54E-12,-4.04E-14,-2.00E-13
443801,0.7252,0,-1.32,1.51E-12,-1.90E-14,-1.95E-13
446188,0.73046,0,-1.3788,1.47E-12,-2.62E-14,-2.34E-13
447615,0.74227,0,-1.3724,1.54E-12,-4.49E-14,-2.12E-13
446189,0.74151,0,-1.3855,1.52E-12,-4.65E-14,-2.22E-13
446190,0.73648,0,-1.4047,1.48E-12,-4.80E-14,-2.35E-13
445892,0.71296,0,-1.4871,1.26E-12,-1.42E-14,-4.01E-13
443819,0.72412,0,-1.4997,1.22E-12,-1.92E-14,-3.88E-13
443818,0.70739,0,-1.5051,1.21E-12,-7.21E-15,-4.46E-13
443820,0.73091,0,-1.5125,1.20E-12,-1.61E-14,-3.90E-13
443809,0.70829,0,-1.4144,1.40E-12,-9.33E-15,-2.96E-13
444557,0.74496,0,-1.2504,1.64E-12,-5.42E-14,-1.20E-13
444506,0.74496,0,-1.7888,1.72E-14,-7.65E-15,-4.34E-13
445915,0.71213,0,-1.7557,1.00E-13,-1.62E-15,-6.46E-13
443848,0.7255,0,-1.7688,5.90E-14,-4.51E-15,-5.57E-13
446126,0.74151,0,-1.7445,1.85E-13,-7.55E-15,-5.11E-13
447697,0.74163,0,-1.7308,2.51E-13,-7.71E-15,-5.11E-13
446127,0.73647,0,-1.7637,1.10E-13,-8.43E-15,-5.10E-13
445921,0.71326,0,-1.846,-2.69E-13,-2.83E-15,-4.75E-13
443857,0.72567,0,-1.8586,-2.75E-13,-1.66E-15,-4.17E-13
446111,0.73647,0,-1.8534,-2.38E-13,-1.27E-15,-3.96E-13
447741,0.74163,0,-1.9103,-3.95E-13,5.25E-15,-3.03E-13
446110,0.74151,0,-1.8342,-1.85E-13,-5.21E-16,-4.00E-13
447726,0.74829,0,-1.8471,-2.06E-13,8.39E-16,-3.58E-13
443859,0.72579,0,-1.8897,-3.57E-13,2.81E-16,-3.67E-13
446083,0.73647,0,-2.0329,-5.81E-13,1.13E-14,-1.81E-13
445933,0.71188,0,-2.0247,-5.84E-13,2.19E-15,-2.17E-13
446081,0.7298,0,-2.0063,-5.47E-13,4.19E-15,-2.19E-13
445021,0.71699,0,-2.008,-5.64E-13,2.43E-15,-2.32E-13
446063,0.73647,0,-2.1226,-6.74E-13,1.85E-14,-1.22E-13
443885,0.72546,0,-2.1274,-6.65E-13,8.07E-15,-1.27E-13
443884,0.70728,0,-2.1304,-6.70E-13,3.80E-15,-1.35E-13
445939,0.7115,0,-2.1127,-6.60E-13,5.02E-15,-1.43E-13
447763,0.74163,0,-2,-5.44E-13,9.04E-15,-2.06E-13
446082,0.74151,0,-2.0137,-5.61E-13,1.01E-14,-1.91E-13
443896,0.73238,0,-2.2302,-7.34E-13,1.66E-14,-7.21E-14
444465,0.74496,0,-2.2375,-7.61E-13,2.10E-14,-6.18E-14
443905,0.72519,0,-2.3069,-7.44E-13,1.22E-14,-6.11E-14
443882,0.73395,0,-2.1526,-6.94E-13,1.01E-14,-1.08E-13
443887,0.72557,0,-2.1586,-6.84E-13,8.68E-15,-1.11E-13
424448,0.572,0,-0.91013,1.10E-11,1.39E-13,2.22E-12
446028,0.74151,0,-2.2829,-7.81E-13,2.50E-14,-5.81E-14
447830,0.74162,0,-2.2692,-7.74E-13,2.24E-14,-6.17E-14
443904,0.70783,0,-2.3113,-7.30E-13,4.38E-15,-6.41E-14
445968,0.7099,0,-2.3825,-7.38E-13,1.24E-14,-4.86E-14
445998,0.70311,0,-2.4812,-7.22E-13,5.66E-15,-4.91E-14
447872,0.7024,0,-2.4696,-7.22E-13,4.31E-15,-4.61E-14
444459,0.75,0,-2.353,-8.05E-13,2.19E-14,-5.27E-14
447850,0.74162,0,-2.359,-7.84E-13,2.11E-14,-5.30E-14
443925,0.72836,0,-2.4973,-7.75E-13,1.61E-14,-5.08E-14
445991,0.73502,0,-2.4778,-7.83E-13,1.68E-14,-4.73E-14
447876,0.72502,0,-2.4826,-7.62E-13,1.13E-14,-4.84E-14
444780,0.73516,0,-2.5669,-8.58E-13,3.04E-14,-4.48E-14
444051,0.67055,0,-2.633,-1.37E-12,1.31E-14,6.92E-14
445572,0.6877,0,-2.6379,-1.14E-12,1.37E-14,1.18E-13
443638,0.69923,0,-2.624,-1.04E-12,2.11E-14,3.27E-15
445578,0.69151,0,-2.6097,-1.02E-12,8.92E-15,-8.88E-14
445136,0.56665,0,-2.6652,-3.02E-12,4.26E-14,2.48E-12
445395,0.63914,0,-2.6844,-1.71E-12,1.08E-13,1.38E-12
444241,0.72101,0,-2.6633,-9.62E-13,3.67E-14,4.08E-13
444238,0.71142,0,-2.6542,-1.05E-12,2.68E-14,3.15E-13
443637,0.70585,0,-2.64,-1.06E-12,3.34E-14,2.07E-13
444436,0.5423,0,-2.6122,-4.88E-12,-2.06E-14,2.84E-12
445145,0.52368,0,-2.536,-7.71E-12,-1.28E-13,3.85E-12
444737,0.65029,0,-2.6696,-1.68E-12,6.18E-14,9.17E-13
445662,0.54224,0,-2.5254,-7.95E-12,-1.06E-13,3.24E-12
426479,0.572,0,-1.9433,-9.98E-11,-1.30E-12,2.72E-11
424121,0.572,0,-1.6312,5.17E-10,2.04E-11,8.37E-11
427613,0.572,0,-2.4552,-1.09E-11,-1.10E-13,2.45E-12
444434,0.53464,0,-2.622,-4.56E-12,-1.26E-14,3.06E-12
446997,0.52841,0,-2.612,-4.94E-12,-2.45E-14,3.35E-12
445394,0.62612,0,-2.7013,-1.56E-12,1.69E-13,2.00E-12
445549,0.5959,0,-2.6902,-2.05E-12,1.47E-13,2.33E-12
445209,0.56465,0,-2.6367,-3.88E-12,8.29E-15,2.15E-12
443635,0.72296,0,-2.6403,-9.55E-13,3.42E-14,2.00E-13
445210,0.5756,0,-2.6424,-3.66E-12,2.20E-14,1.90E-12
443943,0.59109,0,-2.6698,-2.59E-12,6.81E-14,1.95E-12
445137,0.5716,0,-2.6775,-2.58E-12,7.81E-14,2.62E-12
447135,0.57913,0,-2.6688,-2.81E-12,7.50E-14,2.29E-12
443942,0.58614,0,-2.6576,-3.03E-12,3.27E-14,1.82E-12
447435,0.7483,0,-0.68039,1.86E-12,-8.46E-14,2.41E-14
443924,0.71667,0,-2.4899,-7.47E-13,1.07E-14,-5.11E-14
444445,0.75,0,-2.4427,-8.29E-13,2.09E-14,-3.90E-14
447868,0.74175,0,-2.4484,-8.09E-13,1.89E-14,-4.24E-14
445396,0.65824,0,-2.7053,-1.21E-12,1.32E-13,1.63E-12
444457,0.74496,0,-2.3273,-8.00E-13,1.60E-14,-5.65E-14
424415,0.572,0,-1.027,1.75E-11,2.95E-13,3.48E-12
443886,0.73224,0,-2.1403,-6.84E-13,1.72E-14,-1.14E-13
444473,0.74496,0,-2.1478,-7.03E-13,2.05E-14,-1.02E-13
446049,0.73647,0,-2.2124,-7.28E-13,1.79E-14,-7.73E-14
446062,0.74151,0,-2.1034,-6.67E-13,1.69E-14,-1.26E-13
446061,0.7298,0,-2.0961,-6.42E-13,9.43E-15,-1.45E-13
447785,0.74163,0,-2.0897,-6.55E-13,1.71E-14,-1.35E-13
443906,0.73198,0,-2.3198,-7.71E-13,1.15E-14,-5.89E-14
443902,0.73368,0,-2.3322,-7.66E-13,1.07E-14,-5.87E-14
443876,0.72534,0,-2.0379,-5.85E-13,4.27E-15,-1.92E-13
444492,0.75,0,-1.994,-5.33E-13,1.09E-14,-1.98E-13
444508,0.75,0,-1.8145,-9.56E-14,-1.81E-15,-3.89E-13
447718,0.74163,0,-1.8205,-1.37E-13,-4.60E-16,-4.22E-13
445007,0.71733,0,-1.8287,-2.12E-13,-1.99E-15,-5.04E-13
446109,0.7298,0,-1.8269,-1.69E-13,-2.57E-15,-4.61E-13
424517,0.572,0,-0.61803,3.57E-12,5.16E-14,7.08E-13
425177,0.572,0,-0.48125,2.09E-12,3.58E-14,4.60E-13
425192,0.572,0,-0.42292,1.62E-12,2.34E-14,3.63E-13
446142,0.73647,0,-1.6739,5.15E-13,-1.67E-14,-5.70E-13
446173,0.72981,0,-1.468,1.30E-12,-2.45E-14,-3.24E-13
444978,0.71712,0,-1.4698,1.29E-12,-1.52E-14,-3.58E-13
444964,0.71714,0,-1.2902,1.52E-12,-1.52E-14,-1.75E-13
446233,0.74152,0,-1.1163,1.75E-12,-5.90E-14,-4.27E-14
446232,0.73046,0,-1.1096,1.67E-12,-3.90E-14,-5.48E-14
446347,0.73667,0,-0.50488,1.77E-12,-5.39E-14,-7.67E-15
443688,0.71496,0,-0.33699,1.65E-12,-1.84E-14,2.23E-14
444902,0.71048,0,-0.5758,1.67E-12,-1.39E-14,9.44E-16
426462,0.572,0,-2.0017,-7.31E-11,-1.21E-12,1.79E-11
444628,0.75,0,-0.55809,1.90E-12,-6.86E-14,-1.08E-14
447409,0.74155,0,-0.56423,1.85E-12,-4.54E-14,-3.30E-15
426433,0.572,0,-2.1186,-4.31E-11,-5.87E-13,9.74E-12
444636,0.74333,0,-0.44174,1.79E-12,-6.89E-14,-3.58E-15
426515,0.572,0,-1.7972,-2.35E-10,-3.40E-12,7.96E-11
426530,0.572,0,-1.7388,-5.46E-10,-1.60E-11,8.27E-11
425711,0.5745,0,-1.695,-9.07E-10,-6.21E-11,-2.53E-10
426540,0.5745,0,-1.7096,-7.20E-10,-3.50E-11,-2.35E-10
443748,0.73393,0,-0.89671,1.73E-12,-3.65E-14,-1.93E-14
444646,0.74333,0,-0.352,1.77E-12,-5.20E-14,2.69E-14
426522,0.572,0,-1.768,-3.05E-10,-2.77E-12,9.09E-11
446395,0.73667,0,-0.32541,1.73E-12,-3.71E-14,2.46E-14
427620,0.572,0,-2.4267,-1.22E-11,-1.14E-13,2.71E-12
427597,0.5291,0,-2.498,-8.65E-12,-1.31E-13,4.02E-12
427606,0.53461,0,-2.511,-8.36E-12,-1.52E-13,3.58E-12
427599,0.52031,0,-2.511,-8.43E-12,-1.36E-13,4.36E-12
426818,0.572,0,-2.4838,-9.49E-12,-8.46E-14,2.23E-12
444735,0.65567,0,-2.6885,-1.37E-12,1.09E-13,1.31E-12
445460,0.59185,0,-2.702,-1.79E-12,1.85E-13,2.78E-12
445462,0.58004,0,-2.6929,-2.10E-12,1.49E-13,2.89E-12
446012,0.74151,0,-2.3726,-7.85E-13,2.52E-14,-4.96E-14
447855,0.74829,0,-2.3855,-8.03E-13,2.52E-14,-4.46E-14
444738,0.66939,0,-2.6905,-1.18E-12,8.59E-14,1.17E-12
445821,0.54048,0,-2.6457,-3.77E-12,1.65E-14,3.03E-12
444433,0.53859,0,-2.6342,-4.16E-12,6.13E-15,2.97E-12
443940,0.60291,0,-2.6789,-2.27E-12,1.05E-13,1.85E-12
445548,0.62074,0,-2.6824,-1.88E-12,1.22E-13,1.60E-12
446686,0.70321,0,-2.6785,-9.88E-13,6.61E-14,6.73E-13
445135,0.55571,0,-2.6595,-3.25E-12,2.88E-14,2.74E-12
424203,0.572,0,-1.3099,5.76E-11,6.60E-13,1.37E-11
