Node Number,X Location (m),Y Location (m),Z Location (m),Directional Magnetic Flux Density Bx (T),Directional Magnetic Flux Density By (T),Directional Magnetic Flux Density Bz (T)
1079934,0.27639,0,-1.8081,-2.92E-11,-2.38E-13,1.43E-10
1079766,0.25075,0,-1.811,-2.56E-11,-2.81E-13,1.39E-10
1079742,0.24261,0,-1.8295,-2.64E-11,-2.89E-13,1.33E-10
1079747,0.24518,0,-1.8249,-2.63E-11,-3.00E-13,1.34E-10
1079743,0.24765,0,-1.8295,-2.69E-11,-2.89E-13,1.33E-10
1079752,0.25577,0,-1.825,-2.78E-11,-2.88E-13,1.36E-10
1079745,0.25321,0,-1.8297,-2.78E-11,-3.01E-13,1.34E-10
1079761,0.25876,0,-1.8297,-2.88E-11,-2.89E-13,1.34E-10
1079748,0.24706,0,-1.8203,-2.62E-11,-2.95E-13,1.36E-10
1079765,0.24905,0,-1.8156,-2.59E-11,-2.70E-13,1.37E-10
1079751,0.25221,0,-1.8202,-2.66E-11,-2.75E-13,1.36E-10
1122489,0.2381,0,-1.8292,-2.59E-11,-2.99E-13,1.32E-10
429430,0.24201,0,-1.8202,-2.56E-11,-2.95E-13,1.35E-10
1122492,0.24559,0,-1.8111,-2.51E-11,-3.01E-13,1.38E-10
1086505,0.2851,0,-1.8033,-3.00E-11,-1.71E-13,1.46E-10
1080460,0.28191,0,-1.8087,-3.03E-11,-2.50E-13,1.44E-10
1079900,0.28795,0,-1.808,-3.14E-11,-2.34E-13,1.45E-10
1079928,0.28212,0,-1.8218,-3.21E-11,-3.97E-13,1.40E-10
611114,0.29045,0,-1.8229,-3.35E-11,-6.28E-13,1.41E-10
609656,0.28782,0,-1.8313,-3.40E-11,-7.13E-13,1.38E-10
1083268,0.27422,0,-1.8326,-3.19E-11,-4.81E-13,1.35E-10
1079929,0.2759,0,-1.8274,-3.16E-11,-3.57E-13,1.37E-10
1079943,0.2752,0,-1.785,-2.51E-11,-2.29E-13,1.50E-10
1079946,0.27126,0,-1.7807,-2.36E-11,-2.06E-13,1.50E-10
1079940,0.27561,0,-1.7802,-2.42E-11,-2.64E-13,1.51E-10
1079944,0.27399,0,-1.7895,-2.58E-11,-2.34E-13,1.48E-10
1079965,0.27375,0,-1.7944,-2.66E-11,-2.85E-13,1.47E-10
1079958,0.27062,0,-1.7904,-2.53E-11,-2.22E-13,1.47E-10
1079959,0.26663,0,-1.7861,-2.40E-11,-2.08E-13,1.48E-10
1079969,0.26319,0,-1.7819,-2.26E-11,-2.19E-13,1.48E-10
1079948,0.26741,0,-1.7813,-2.31E-11,-1.82E-13,1.49E-10
1079991,0.27809,0,-1.7988,-2.80E-11,-2.42E-13,1.46E-10
1079987,0.28027,0,-1.7793,-2.48E-11,-2.64E-13,1.52E-10
1079984,0.283,0,-1.784,-2.60E-11,-3.77E-13,1.51E-10
1080023,0.28238,0,-1.8012,-2.89E-11,-3.45E-13,1.47E-10
1079990,0.28141,0,-1.796,-2.80E-11,-4.00E-13,1.48E-10
1080874,0,0,-2.0154,-3.67E-13,-1.84E-13,8.27E-11
1080245,0.21378,0,-1.9086,-2.58E-11,-3.16E-13,1.09E-10
429458,0.21003,0,-1.8984,-2.51E-11,-3.32E-13,1.11E-10
1080280,0.20656,0,-1.8884,-2.45E-11,-3.40E-13,1.14E-10
1080028,0.22838,0,-1.8558,-2.62E-11,-3.25E-13,1.24E-10
1080033,0.23047,0,-1.8514,-2.63E-11,-3.14E-13,1.25E-10
1080029,0.23195,0,-1.8562,-2.66E-11,-3.18E-13,1.24E-10
1080038,0.23823,0,-1.8522,-2.74E-11,-2.81E-13,1.26E-10
1080031,0.2354,0,-1.8566,-2.72E-11,-3.28E-13,1.25E-10
1080041,0.23959,0,-1.857,-2.79E-11,-3.02E-13,1.25E-10
1080034,0.23284,0,-1.8471,-2.63E-11,-3.10E-13,1.27E-10
1080042,0.23568,0,-1.8427,-2.64E-11,-2.98E-13,1.28E-10
1080037,0.23688,0,-1.8474,-2.67E-11,-2.95E-13,1.27E-10
1122793,0.22437,0,-1.8552,-2.58E-11,-3.37E-13,1.23E-10
1080149,0.22585,0,-1.86,-2.61E-11,-3.42E-13,1.23E-10
429451,0.23331,0,-1.861,-2.71E-11,-3.40E-13,1.23E-10
429439,0.22927,0,-1.8467,-2.59E-11,-3.17E-13,1.26E-10
1080146,0.24049,0,-1.8619,-2.85E-11,-3.56E-13,1.24E-10
1122800,0.23385,0,-1.8381,-2.60E-11,-3.06E-13,1.29E-10
1080136,0.23143,0,-1.8746,-2.76E-11,-3.17E-13,1.19E-10
1080140,0.2356,0,-1.8753,-2.83E-11,-3.43E-13,1.19E-10
1080144,0.23359,0,-1.8798,-2.81E-11,-3.79E-13,1.18E-10
1080139,0.23709,0,-1.8697,-2.81E-11,-2.49E-13,1.21E-10
1080143,0.2351,0,-1.8657,-2.77E-11,-3.15E-13,1.22E-10
1080147,0.23876,0,-1.8654,-2.81E-11,-2.83E-13,1.22E-10
1080202,0.23198,0,-1.8844,-2.81E-11,-3.86E-13,1.16E-10
1080477,0.27212,0,-1.8404,-3.26E-11,-4.64E-13,1.32E-10
1080155,0.27739,0,-1.8381,-3.33E-11,-4.65E-13,1.34E-10
1080190,0.21555,0,-1.8765,-2.55E-11,-3.46E-13,1.17E-10
1080194,0.21738,0,-1.8815,-2.57E-11,-3.40E-13,1.16E-10
1080200,0.21264,0,-1.8806,-2.52E-11,-3.42E-13,1.16E-10
1080199,0.22486,0,-1.8783,-2.67E-11,-3.48E-13,1.18E-10
1080193,0.22234,0,-1.8825,-2.65E-11,-3.39E-13,1.16E-10
1080203,0.2269,0,-1.8834,-2.72E-11,-3.43E-13,1.16E-10
1080191,0.21838,0,-1.8725,-2.57E-11,-3.44E-13,1.18E-10
1080205,0.22127,0,-1.8685,-2.59E-11,-3.51E-13,1.20E-10
1080198,0.22318,0,-1.8735,-2.62E-11,-3.51E-13,1.19E-10
429447,0.21364,0,-1.8716,-2.52E-11,-3.46E-13,1.18E-10
429459,0.21943,0,-1.8866,-2.62E-11,-3.35E-13,1.15E-10
429450,0.22775,0,-1.8743,-2.69E-11,-3.55E-13,1.19E-10
1123032,0.20782,0,-1.8795,-2.47E-11,-3.46E-13,1.16E-10
1082226,0.20966,0,-1.8845,-2.49E-11,-3.40E-13,1.15E-10
1082220,0.22946,0,-1.8886,-2.78E-11,-3.76E-13,1.15E-10
1080206,0.22396,0,-1.8644,-2.61E-11,-3.56E-13,1.21E-10
1123057,0.21916,0,-1.8635,-2.56E-11,-3.49E-13,1.21E-10
1083116,0.21563,0,-1.9203,-2.64E-11,-3.93E-13,1.06E-10
1080212,0.21934,0,-1.9011,-2.67E-11,-3.92E-13,1.11E-10
1080210,0.21622,0,-1.9048,-2.63E-11,-3.90E-13,1.10E-10
1080218,0.21489,0,-1.8997,-2.59E-11,-3.29E-13,1.11E-10
1080230,0.22634,0,-1.8936,-2.75E-11,-3.87E-13,1.13E-10
1080214,0.22316,0,-1.8978,-2.72E-11,-3.86E-13,1.12E-10
1080225,0.2212,0,-1.8918,-2.66E-11,-3.32E-13,1.14E-10
1080224,0.21624,0,-1.8908,-2.58E-11,-3.34E-13,1.14E-10
1080220,0.21315,0,-1.8947,-2.55E-11,-3.33E-13,1.12E-10
1080232,0.21138,0,-1.8895,-2.50E-11,-3.36E-13,1.14E-10
1087432,0.21822,0,-1.91,-2.66E-11,-3.79E-13,1.08E-10
608849,0.22448,0,-1.903,-2.76E-11,-4.47E-13,1.11E-10
1087440,0.23142,0,-1.8947,-2.84E-11,-4.30E-13,1.13E-10
1080254,0.20384,0,-1.9059,-2.43E-11,-3.19E-13,1.09E-10
1080260,0.2069,0,-1.9022,-2.47E-11,-3.26E-13,1.10E-10
1080248,0.20871,0,-1.9072,-2.51E-11,-3.20E-13,1.09E-10
1080271,0.19704,0,-1.8995,-2.35E-11,-3.26E-13,1.10E-10
1080275,0.19374,0,-1.9032,-2.30E-11,-3.08E-13,1.09E-10
1080256,0.19873,0,-1.9045,-2.35E-11,-3.07E-13,1.09E-10
1080272,0.20031,0,-1.8959,-2.38E-11,-3.32E-13,1.11E-10
1080279,0.20344,0,-1.8921,-2.42E-11,-3.37E-13,1.12E-10
1080263,0.20516,0,-1.8971,-2.43E-11,-3.30E-13,1.11E-10
429455,0.19532,0,-1.8946,-2.33E-11,-3.33E-13,1.11E-10
1149504,0.18866,0,-1.9017,-2.26E-11,-3.18E-13,1.09E-10
1149544,0.20171,0,-1.8871,-2.40E-11,-3.41E-13,1.13E-10
1080440,0.17617,0,-1.9205,-2.08E-11,-3.17E-13,1.04E-10
1080446,0.17765,0,-1.9255,-2.08E-11,-3.27E-13,1.03E-10
1080452,0.17238,0,-1.9236,-2.03E-11,-3.28E-13,1.03E-10
1080449,0.18677,0,-1.9238,-2.21E-11,-3.05E-13,1.04E-10
1080445,0.18295,0,-1.9271,-2.15E-11,-3.20E-13,1.03E-10
1080454,0.18829,0,-1.9286,-2.23E-11,-3.09E-13,1.03E-10
1080441,0.17982,0,-1.9172,-2.13E-11,-3.26E-13,1.05E-10
1080456,0.18338,0,-1.9138,-2.18E-11,-3.16E-13,1.06E-10
1080448,0.18499,0,-1.9189,-2.18E-11,-3.06E-13,1.05E-10
429464,0.17455,0,-1.9153,-2.08E-11,-3.27E-13,1.05E-10
1124479,0.16713,0,-1.9217,-1.97E-11,-3.57E-13,1.03E-10
1124485,0.18173,0,-1.9087,-2.17E-11,-3.23E-13,1.07E-10
1086613,0.25957,0,-1.6607,6.13E-12,1.05E-13,1.60E-10
1080472,0.25705,0,-1.8576,-3.08E-11,-2.83E-13,1.26E-10
1082550,0.25328,0,-1.8623,-3.06E-11,-3.25E-13,1.25E-10
1080474,0.26799,0,-1.845,-3.22E-11,-3.70E-13,1.30E-10
1083046,0.19652,0,-1.9423,-2.35E-11,-4.56E-13,9.91E-11
1083125,0.17632,0,-1.9587,-2.09E-11,-1.76E-13,9.50E-11
1080553,0.23522,0,-1.9007,-2.93E-11,-4.42E-13,1.11E-10
1083147,0.23833,0,-1.8957,-2.96E-11,-4.31E-13,1.13E-10
1082965,0.15026,0,-1.9748,-1.74E-11,-3.26E-13,9.11E-11
1082448,0.15265,0,-1.9786,-1.79E-11,-3.93E-13,9.02E-11
1083123,0.16986,0,-1.9625,-2.01E-11,-1.73E-13,9.44E-11
1082940,0.16466,0,-1.9605,-1.92E-11,-3.54E-13,9.45E-11
1080559,0.16434,0,-1.9664,-1.94E-11,-2.16E-13,9.34E-11
1080566,5.86E-02,0,-2.007,-6.34E-12,-2.84E-13,8.42E-11
1080926,5.35E-02,0,-2.0066,-5.73E-12,-2.79E-13,8.43E-11
1082366,8.01E-02,0,-2.0083,-8.84E-12,-3.30E-13,8.39E-11
1080592,0.12706,0,-1.9807,-1.45E-11,-3.62E-13,8.97E-11
1080596,0.12112,0,-1.9772,-1.38E-11,-3.77E-13,9.04E-11
1080591,0.12224,0,-1.9828,-1.39E-11,-3.70E-13,8.92E-11
1080601,0.13099,0,-1.9725,-1.50E-11,-3.78E-13,9.15E-11
1080604,0.13656,0,-1.975,-1.57E-11,-3.37E-13,9.09E-11
1080594,0.13151,0,-1.9776,-1.51E-11,-3.28E-13,9.02E-11
1080600,0.12524,0,-1.9691,-1.43E-11,-3.80E-13,9.23E-11
1080605,0.11985,0,-1.9653,-1.37E-11,-3.74E-13,9.31E-11
1080597,0.12056,0,-1.9713,-1.37E-11,-3.62E-13,9.17E-11
1087356,0.11639,0,-1.9856,-1.31E-11,-4.01E-13,8.87E-11
1085402,0.12232,0,-1.9891,-1.38E-11,-3.86E-13,8.80E-11
429493,0.11574,0,-1.9734,-1.31E-11,-3.70E-13,9.12E-11
429494,0.13029,0,-1.9665,-1.50E-11,-3.89E-13,9.29E-11
1085520,0.14185,0,-1.974,-1.64E-11,-4.07E-13,9.13E-11
1085408,0.14236,0,-1.9791,-1.65E-11,-3.57E-13,9.00E-11
1085489,0.1191,0,-1.9596,-1.37E-11,-4.28E-13,9.42E-11
1087390,0.11442,0,-1.9618,-1.31E-11,-4.10E-13,9.36E-11
1080612,0.10063,0,-1.9911,-1.12E-11,-3.67E-13,8.72E-11
1080615,0.10139,0,-1.985,-1.14E-11,-4.27E-13,8.87E-11
1080610,0.10575,0,-1.9894,-1.18E-11,-4.11E-13,8.77E-11
1080621,9.20E-02,0,-1.9885,-1.02E-11,-3.77E-13,8.78E-11
1080623,9.13E-02,0,-1.9937,-1.01E-11,-3.99E-13,8.67E-11
1080613,9.57E-02,0,-1.9919,-1.06E-11,-4.05E-13,8.71E-11
1080622,9.17E-02,0,-1.9827,-1.02E-11,-3.92E-13,8.90E-11
1080624,9.17E-02,0,-1.977,-1.03E-11,-4.51E-13,9.03E-11
1080617,9.63E-02,0,-1.981,-1.08E-11,-4.40E-13,8.95E-11
1088149,0.11149,0,-1.9875,-1.25E-11,-4.44E-13,8.83E-11
1082267,0.11073,0,-1.9937,-1.23E-11,-3.84E-13,8.69E-11
429504,0.10142,0,-1.9792,-1.14E-11,-4.85E-13,9.00E-11
429505,8.74E-02,0,-1.9845,-9.71E-12,-3.87E-13,8.86E-11
1080813,8.66E-02,0,-1.9965,-9.58E-12,-3.23E-13,8.62E-11
1082263,9.03E-02,0,-1.9999,-9.99E-12,-3.51E-13,8.55E-11
1080817,8.68E-02,0,-1.973,-9.80E-12,-4.82E-13,9.08E-11
1088157,9.14E-02,0,-1.9713,-1.04E-11,-5.30E-13,9.13E-11
1080635,6.53E-02,0,-1.9973,-7.20E-12,-2.91E-13,8.61E-11
1080642,6.14E-02,0,-1.9926,-6.77E-12,-2.42E-13,8.70E-11
1080632,5.97E-02,0,-1.9972,-6.60E-12,-2.72E-13,8.61E-11
1080647,7.26E-02,0,-1.9928,-7.96E-12,-2.72E-13,8.72E-11
1080653,7.60E-02,0,-1.9969,-8.37E-12,-3.02E-13,8.62E-11
1080638,7.04E-02,0,-1.9968,-7.78E-12,-2.91E-13,8.62E-11
1080646,6.74E-02,0,-1.988,-7.46E-12,-2.63E-13,8.81E-11
1080656,6.26E-02,0,-1.9839,-6.99E-12,-2.53E-13,8.90E-11
1080643,6.23E-02,0,-1.9886,-6.90E-12,-2.51E-13,8.80E-11
1087485,5.46E-02,0,-1.9968,-5.98E-12,-2.66E-13,8.62E-11
429516,5.67E-02,0,-1.9885,-6.30E-12,-2.32E-13,8.79E-11
429515,7.30E-02,0,-1.9881,-8.05E-12,-2.75E-13,8.82E-11
1080680,8.19E-02,0,-1.9979,-9.01E-12,-2.80E-13,8.61E-11
1080703,6.30E-02,0,-1.9794,-7.09E-12,-3.26E-13,8.97E-11
1087488,5.79E-02,0,-1.98,-6.53E-12,-3.13E-13,8.96E-11
1080686,7.79E-02,0,-1.9872,-8.58E-12,-2.82E-13,8.83E-11
1080682,8.29E-02,0,-1.9916,-9.12E-12,-3.28E-13,8.73E-11
1080691,8.27E-02,0,-1.9858,-9.16E-12,-3.26E-13,8.85E-11
1080688,7.27E-02,0,-1.9824,-8.09E-12,-2.73E-13,8.93E-11
1080701,6.78E-02,0,-1.9782,-7.63E-12,-3.41E-13,8.99E-11
1080699,7.27E-02,0,-1.9773,-8.16E-12,-3.49E-13,9.01E-11
1080700,7.74E-02,0,-1.9759,-8.70E-12,-3.32E-13,9.04E-11
1080693,8.24E-02,0,-1.9801,-9.17E-12,-3.42E-13,8.96E-11
1080704,8.22E-02,0,-1.9746,-9.25E-12,-3.93E-13,9.05E-11
429501,7.25E-02,0,-1.9717,-8.24E-12,-4.00E-13,9.10E-11
1133945,6.31E-02,0,-1.9743,-7.17E-12,-4.02E-13,9.05E-11
1133977,8.19E-02,0,-1.9688,-9.32E-12,-4.72E-13,9.16E-11
1083001,8.66E-02,0,-2.0092,-9.56E-12,-3.42E-13,8.39E-11
1080869,2.31E-02,0,-2.0226,-2.66E-12,-1.70E-13,8.13E-11
1080880,2.90E-02,0,-2.0233,-3.32E-12,-1.85E-13,8.12E-11
1080835,2.30E-02,0,-2.0271,-2.53E-12,-3.79E-14,8.05E-11
1080871,1.85E-02,0,-2.0214,-2.03E-12,-1.99E-13,8.14E-11
1080965,2.45E-02,0,-2.0176,-2.82E-12,-3.47E-13,8.20E-11
1080960,4.99E-03,0,-2.0121,-7.65E-13,-1.88E-13,8.33E-11
1080872,4.99E-03,0,-2.0169,-7.37E-13,-2.15E-13,8.24E-11
1082309,3.45E-02,0,-2.0204,-3.88E-12,-2.94E-13,8.15E-11
1080881,3.44E-02,0,-2.0249,-3.75E-12,-1.61E-13,8.08E-11
1080893,1.49E-02,0,-2.0084,-1.60E-12,-2.62E-13,8.39E-11
1080889,1.48E-02,0,-2.002,-1.53E-12,-2.43E-13,8.53E-11
1080897,9.88E-03,0,-2.007,-1.06E-12,-1.99E-13,8.43E-11
1080896,2.48E-02,0,-2.0048,-2.65E-12,-2.98E-13,8.46E-11
1080898,2.49E-02,0,-2.0113,-2.71E-12,-3.32E-13,8.33E-11
1080892,1.99E-02,0,-2.0098,-2.13E-12,-3.41E-13,8.36E-11
1080895,2.46E-02,0,-1.9983,-2.62E-12,-3.13E-13,8.59E-11
1080890,1.97E-02,0,-1.9969,-2.07E-12,-3.50E-13,8.64E-11
1080899,2.45E-02,0,-1.9919,-2.62E-12,-3.56E-13,8.74E-11
429520,1.47E-02,0,-1.9955,-1.53E-12,-2.86E-13,8.68E-11
429533,1.50E-02,0,-2.0149,-1.66E-12,-2.97E-13,8.26E-11
429524,2.96E-02,0,-1.9997,-3.20E-12,-3.04E-13,8.56E-11
1082297,4.89E-03,0,-2.0056,-6.86E-13,-1.69E-13,8.46E-11
1087932,2.94E-02,0,-2.0125,-3.35E-12,-3.03E-13,8.31E-11
1087941,2.94E-02,0,-1.9868,-3.19E-12,-3.29E-13,8.80E-11
1082272,2.44E-02,0,-1.9854,-2.64E-12,-3.66E-13,8.85E-11
1083003,9.31E-02,0,-2.0065,-1.03E-11,-2.69E-13,8.43E-11
1083079,0.11555,0,-1.9983,-1.31E-11,-4.77E-13,8.61E-11
1080903,0.10981,0,-2.0002,-1.23E-11,-4.44E-13,8.55E-11
1087937,4.99E-02,0,-2.0024,-5.42E-12,-2.00E-13,8.51E-11
1087930,3.43E-02,0,-2.0146,-3.92E-12,-2.72E-13,8.28E-11
429471,0.15159,0,-1.9336,-1.76E-11,-3.17E-13,1.00E-10
1125242,0.14349,0,-1.9392,-1.66E-11,-2.84E-13,9.90E-11
1125245,0.15947,0,-1.9278,-1.86E-11,-3.67E-13,1.02E-10
1085401,0.1227,0,-1.9969,-1.39E-11,-3.62E-13,8.66E-11
1081374,2.56E-02,0,-1.3142,2.48E-12,1.94E-13,7.31E-11
1081409,3.10E-02,0,-1.429,3.33E-12,2.32E-13,9.86E-11
1081431,0.1689,0,-1.4768,1.89E-11,4.97E-13,1.11E-10
1083438,0.26484,0,-1.6053,1.96E-11,2.43E-13,1.52E-10
1081577,7.20E-02,0,-1.451,7.78E-12,2.41E-13,1.03E-10
1081568,7.54E-02,0,-1.446,8.23E-12,2.41E-13,1.02E-10
1081572,7.73E-02,0,-1.4521,8.36E-12,2.42E-13,1.04E-10
1081589,7.56E-02,0,-1.4634,8.05E-12,3.11E-13,1.06E-10
1081574,7.88E-02,0,-1.4585,8.43E-12,2.39E-13,1.05E-10
1081596,8.04E-02,0,-1.4648,8.57E-12,3.09E-13,1.06E-10
1081601,6.58E-02,0,-1.4607,7.01E-12,3.09E-13,1.05E-10
1081579,6.88E-02,0,-1.4558,7.37E-12,2.42E-13,1.04E-10
1081590,7.09E-02,0,-1.462,7.55E-12,3.08E-13,1.05E-10
1081747,7.39E-02,0,-1.4396,8.13E-12,2.41E-13,1.01E-10
429285,6.69E-02,0,-1.4497,7.24E-12,2.42E-13,1.03E-10
1081781,6.10E-02,0,-1.4595,6.52E-12,3.12E-13,1.05E-10
1081738,0.23883,0,-1.5387,2.55E-11,2.08E-13,1.31E-10
1083649,0.21661,0,-1.5225,2.35E-11,4.22E-13,1.25E-10
1081742,0.21804,0,-1.5278,2.32E-11,3.82E-13,1.27E-10
1081740,0.22233,0,-1.5268,2.40E-11,4.21E-13,1.27E-10
1081748,6.75E-02,0,-1.4395,7.35E-12,2.85E-13,1.01E-10
1081760,6.46E-02,0,-1.4434,7.05E-12,2.40E-13,1.02E-10
1081752,6.20E-02,0,-1.438,6.75E-12,2.83E-13,1.00E-10
1081767,5.35E-02,0,-1.4411,5.78E-12,2.39E-13,1.01E-10
1081775,5.07E-02,0,-1.4356,5.46E-12,2.30E-13,1.00E-10
1081754,5.62E-02,0,-1.4365,6.14E-12,2.29E-13,1.00E-10
1081762,6.14E-02,0,-1.4483,6.64E-12,2.41E-13,1.03E-10
1081779,5.86E-02,0,-1.4534,6.24E-12,2.50E-13,1.04E-10
1081766,5.63E-02,0,-1.4472,6.05E-12,2.48E-13,1.02E-10
429286,5.07E-02,0,-1.4463,5.37E-12,2.49E-13,1.02E-10
1086026,4.43E-02,0,-1.4357,4.82E-12,2.92E-13,1.00E-10
1086034,5.59E-02,0,-1.4585,5.92E-12,3.19E-13,1.04E-10
1081873,4.54E-02,0,-1.4453,4.78E-12,2.64E-13,1.02E-10
1081869,4.26E-02,0,-1.4403,4.53E-12,2.13E-13,1.01E-10
1081877,4.01E-02,0,-1.4453,4.21E-12,2.37E-13,1.02E-10
1081874,4.82E-02,0,-1.4513,5.05E-12,2.73E-13,1.03E-10
1081896,5.11E-02,0,-1.4575,5.41E-12,3.05E-13,1.04E-10
1081889,4.58E-02,0,-1.4564,4.82E-12,3.21E-13,1.04E-10
1081890,4.10E-02,0,-1.4556,4.31E-12,3.24E-13,1.04E-10
1081880,3.84E-02,0,-1.4507,4.02E-12,2.39E-13,1.03E-10
1081899,3.64E-02,0,-1.456,3.86E-12,2.75E-13,1.04E-10
1081952,0.26854,0,-1.6675,4.75E-12,2.05E-14,1.62E-10
1081970,0.26303,0,-1.68,1.43E-12,-1.91E-15,1.61E-10
1081954,0.26522,0,-1.6734,3.06E-12,-3.77E-15,1.62E-10
1081967,0.26044,0,-1.6695,3.81E-12,5.41E-14,1.61E-10
1081960,0.26358,0,-1.6637,5.33E-12,7.11E-14,1.61E-10
1123669,0.25971,0,-1.6858,-1.77E-13,6.21E-15,1.61E-10
429379,0.25825,0,-1.6761,2.19E-12,5.60E-14,1.61E-10
1123694,0.25643,0,-1.6665,4.61E-12,8.83E-14,1.60E-10
1082014,0.2847,0,-1.6915,-1.85E-12,-7.79E-15,1.67E-10
1082018,0.2896,0,-1.6884,-1.36E-12,1.65E-13,1.69E-10
1082025,0.28887,0,-1.6938,-2.92E-12,1.43E-13,1.68E-10
1082023,0.28656,0,-1.6809,1.34E-12,2.73E-14,1.68E-10
1082029,0.29279,0,-1.6779,1.93E-12,8.90E-14,1.70E-10
1082017,0.29165,0,-1.6832,3.01E-13,7.69E-14,1.69E-10
1082022,0.27973,0,-1.6846,2.42E-13,1.35E-14,1.66E-10
1082015,0.27916,0,-1.6898,-1.32E-12,-1.70E-14,1.66E-10
1082033,0.27346,0,-1.6883,-7.89E-13,-1.86E-14,1.64E-10
1085955,0.29443,0,-1.6956,-3.79E-12,2.09E-13,1.70E-10
1085962,0.29962,0,-1.6741,3.09E-12,1.56E-13,1.71E-10
1082480,0.1535,0,-1.9824,-1.77E-11,-2.51E-13,8.92E-11
1085437,0.14664,0,-1.9856,-1.70E-11,-4.52E-13,8.85E-11
1082127,0.15249,0,-1.99,-1.76E-11,-2.77E-13,8.73E-11
1082241,0.21205,0,-1.932,-2.58E-11,-4.70E-13,1.02E-10
608851,0.22117,0,-1.9367,-2.71E-11,-7.57E-13,1.01E-10
1087677,0.20209,0,-1.9362,-2.42E-11,-4.17E-13,1.01E-10
1082249,0.20611,0,-1.9326,-2.48E-11,-3.77E-13,1.02E-10
1082279,1.37E-02,0,-1.9899,-1.56E-12,-3.57E-13,8.77E-11
1082295,4.89E-03,0,-2.0008,-6.03E-13,-2.33E-13,8.54E-11
1082281,8.80E-03,0,-1.9949,-1.01E-12,-2.51E-13,8.66E-11
1082292,3.91E-03,0,-1.9904,-6.79E-13,-3.12E-13,8.73E-11
1082286,8.81E-03,0,-1.9855,-1.21E-12,-3.91E-13,8.82E-11
1082355,0,0,-2.0059,-3.12E-13,-2.22E-13,8.44E-11
429265,0,0,-1.9963,-2.68E-13,-2.94E-13,8.61E-11
1082363,0,0,-1.9868,-3.53E-13,-3.82E-13,8.79E-11
1082367,8.11E-02,0,-2.0147,-8.92E-12,-3.96E-13,8.27E-11
1126286,9.11E-02,0,-1.9656,-1.04E-11,-5.21E-13,9.23E-11
429490,0.10025,0,-1.962,-1.15E-11,-4.89E-13,9.31E-11
1126293,0.10922,0,-1.9581,-1.26E-11,-4.81E-13,9.41E-11
1087395,0.30311,0,-1.7428,-1.91E-11,-5.66E-13,1.67E-10
1082535,0.30492,0,-1.7488,-2.13E-11,-5.18E-13,1.66E-10
1082549,0.25692,0,-1.8671,-3.14E-11,-4.05E-13,1.24E-10
1082578,1.65E-02,0,-1.4456,1.74E-12,3.01E-13,1.02E-10
1082582,1.77E-02,0,-1.4493,1.84E-12,2.82E-13,1.03E-10
1082587,1.40E-02,0,-1.449,1.40E-12,2.52E-13,1.02E-10
1082584,2.01E-02,0,-1.453,2.06E-12,2.83E-13,1.03E-10
1082611,2.23E-02,0,-1.456,2.29E-12,2.99E-13,1.04E-10
1082602,1.74E-02,0,-1.4557,1.74E-12,2.50E-13,1.04E-10
1082603,1.25E-02,0,-1.4554,1.33E-12,3.53E-13,1.04E-10
1082590,1.12E-02,0,-1.4518,1.09E-12,3.11E-13,1.03E-10
1082616,8.51E-03,0,-1.4545,9.17E-13,4.31E-13,1.04E-10
429227,1.47E-02,0,-1.4585,1.57E-12,3.70E-13,1.04E-10
1083651,0.21356,0,-1.5176,2.35E-11,3.80E-13,1.23E-10
1082917,0.16432,0,-1.9488,-1.91E-11,-2.98E-13,9.74E-11
1082919,0.15896,0,-1.9467,-1.83E-11,-2.25E-13,9.80E-11
1082921,0.16338,0,-1.9433,-1.89E-11,-3.01E-13,9.87E-11
1082920,0.1541,0,-1.9442,-1.77E-11,-2.44E-13,9.87E-11
1082934,0.14889,0,-1.9418,-1.72E-11,-2.78E-13,9.88E-11
1082929,0.15281,0,-1.9388,-1.76E-11,-2.63E-13,9.95E-11
1082930,0.1568,0,-1.936,-1.81E-11,-2.83E-13,1.00E-10
1082923,0.16209,0,-1.9382,-1.87E-11,-3.00E-13,9.99E-11
1082936,0.16086,0,-1.933,-1.87E-11,-3.55E-13,1.01E-10
1082941,0.16504,0,-1.9545,-1.92E-11,-2.66E-13,9.61E-11
1082968,0.14479,0,-1.9445,-1.67E-11,-2.65E-13,9.82E-11
1082948,0.15603,0,-1.9615,-1.80E-11,-3.74E-13,9.46E-11
1082952,0.15641,0,-1.9554,-1.80E-11,-2.86E-13,9.62E-11
1082944,0.15952,0,-1.9583,-1.84E-11,-3.10E-13,9.52E-11
1082962,0.14764,0,-1.9558,-1.70E-11,-2.98E-13,9.61E-11
1082967,0.14627,0,-1.9501,-1.68E-11,-2.52E-13,9.73E-11
1082955,0.15155,0,-1.9529,-1.75E-11,-3.05E-13,9.68E-11
429485,0.15504,0,-1.9497,-1.79E-11,-2.40E-13,9.74E-11
429486,0.14473,0,-1.959,-1.66E-11,-2.38E-13,9.53E-11
1082961,0.15001,0,-1.9618,-1.72E-11,-2.91E-13,9.48E-11
1085523,0.14737,0,-1.9715,-1.70E-11,-3.29E-13,9.21E-11
1082963,0.14999,0,-1.9683,-1.73E-11,-2.28E-13,9.28E-11
1085530,0.14088,0,-1.9474,-1.62E-11,-2.58E-13,9.75E-11
1083002,9.42E-02,0,-2.0129,-1.04E-11,-3.35E-13,8.32E-11
